counter	pd	associated_permutation	knot_type
593	(1,1,6,5,2,6,2,2,2)	(1,2,3,9,5,7,4,6,8)	p3.1
594	(1,1,6,5,3,5,2,1,3)	(1,2,3,9,5,8,4,6,7)	a0.1
595	(1,1,6,6,1,6,1,3,2)	(1,2,3,9,6,7,4,5,8)	a0.1
596	(1,1,6,6,2,5,1,2,3)	(1,2,3,9,6,8,4,5,7)	a0.1
597	(1,1,6,6,7,1,2,1,2)	(1,2,3,9,6,4,5,7,8)	a0.1
598	(1,2,1,2,1,4,6,6,4)	(1,2,4,5,7,8,3,9,6)	a0.1
599	(1,2,1,2,1,7,3,3,7)	(1,2,4,5,7,8,6,9,3)	a0.1
600	(1,2,1,2,2,3,5,7,4)	(1,2,4,5,7,9,3,8,6)	a0.1
601	(1,2,1,2,2,6,2,4,7)	(1,2,4,5,7,9,6,8,3)	p3.1
602	(1,2,1,2,2,6,6,5,2)	(1,2,4,5,7,9,6,3,8)	a0.1
603	(1,2,1,2,2,8,4,3,4)	(1,2,4,5,7,9,8,3,6)	a0.1
604	(1,2,1,2,5,3,3,8,2)	(1,2,4,5,7,3,6,9,8)	a0.1
605	(1,2,1,2,5,5,1,6,4)	(1,2,4,5,7,3,8,9,6)	a0.1
606	(1,2,1,2,5,6,6,2,2)	(1,2,4,5,7,3,9,6,8)	a0.1
607	(1,2,1,2,8,2,1,3,7)	(1,2,4,5,7,6,8,9,3)	a0.1
608	(1,2,1,2,8,3,3,5,2)	(1,2,4,5,7,6,9,3,8)	a0.1
609	(1,2,1,3,1,3,4,8,4)	(1,2,4,5,8,9,3,7,6)	a0.1
610	(1,2,1,3,1,6,1,5,7)	(1,2,4,5,8,9,6,7,3)	a0.1
611	(1,2,1,3,1,6,6,4,3)	(1,2,4,5,8,9,6,3,7)	a0.1
612	(1,2,1,3,1,7,5,3,4)	(1,2,4,5,8,9,7,3,6)	a0.1
613	(1,2,1,3,4,3,3,7,3)	(1,2,4,5,8,3,6,9,7)	a0.1
614	(1,2,1,3,4,4,2,6,4)	(1,2,4,5,8,3,7,9,6)	p3.1
615	(1,2,1,3,4,6,6,1,3)	(1,2,4,5,8,3,9,6,7)	a0.1
616	(1,2,1,3,7,1,2,3,7)	(1,2,4,5,8,6,7,9,3)	a0.1
617	(1,2,1,3,7,3,3,4,3)	(1,2,4,5,8,6,9,3,7)	a0.1
618	(1,2,1,3,8,2,3,3,4)	(1,2,4,5,8,7,9,3,6)	a0.1
619	(1,2,1,4,3,3,2,8,3)	(1,2,4,5,9,3,6,8,7)	a0.1
620	(1,2,1,4,3,4,1,7,4)	(1,2,4,5,9,3,7,8,6)	a0.1
621	(1,2,1,4,3,4,8,2,2)	(1,2,4,5,9,3,7,6,8)	a0.1
622	(1,2,1,4,3,5,7,1,3)	(1,2,4,5,9,3,8,6,7)	a0.1
623	(1,2,1,4,6,1,5,5,2)	(1,2,4,5,9,6,7,3,8)	a0.1
624	(1,2,1,4,6,2,4,4,3)	(1,2,4,5,9,6,8,3,7)	p3.1
625	(1,2,1,4,7,1,4,3,4)	(1,2,4,5,9,7,8,3,6)	a0.1
626	(1,2,1,4,7,5,3,2,2)	(1,2,4,5,9,7,3,6,8)	a0.1
627	(1,2,1,4,8,4,3,1,3)	(1,2,4,5,9,8,3,6,7)	a0.1
628	(1,2,1,7,3,1,2,8,2)	(1,2,4,5,3,6,7,9,8)	a0.1
629	(1,2,1,7,3,2,1,7,3)	(1,2,4,5,3,6,8,9,7)	a0.1
630	(1,2,1,7,4,2,6,2,2)	(1,2,4,5,3,7,9,6,8)	p3.1
631	(1,2,1,7,5,1,6,1,3)	(1,2,4,5,3,8,9,6,7)	a0.1
632	(1,2,2,1,2,3,5,6,5)	(1,2,4,6,7,9,3,8,5)	a0.1
633	(1,2,2,1,2,5,3,4,7)	(1,2,4,6,7,9,5,8,3)	a0.1
634	(1,2,2,1,2,5,7,5,2)	(1,2,4,6,7,9,5,3,8)	m3.1
635	(1,2,2,1,2,8,4,2,5)	(1,2,4,6,7,9,8,3,5)	a0.1
636	(1,2,2,1,5,2,4,8,2)	(1,2,4,6,7,3,5,9,8)	a0.1
637	(1,2,2,1,5,5,1,5,5)	(1,2,4,6,7,3,8,9,5)	a0.1
638	(1,2,2,1,5,6,5,3,2)	(1,2,4,6,7,3,9,5,8)	a0.1
639	(1,2,2,1,7,3,1,3,7)	(1,2,4,6,7,5,8,9,3)	a0.1
640	(1,2,2,1,7,4,3,5,2)	(1,2,4,6,7,5,9,3,8)	a0.1
641	(1,2,2,2,1,3,4,7,5)	(1,2,4,6,8,9,3,7,5)	a0.1
642	(1,2,2,2,1,5,2,5,7)	(1,2,4,6,8,9,5,7,3)	a0.1
643	(1,2,2,2,1,5,7,4,3)	(1,2,4,6,8,9,5,3,7)	a0.1
644	(1,2,2,2,1,7,5,2,5)	(1,2,4,6,8,9,7,3,5)	a0.1
645	(1,2,2,2,4,2,4,7,3)	(1,2,4,6,8,3,5,9,7)	a4.1
646	(1,2,2,2,4,4,2,5,5)	(1,2,4,6,8,3,7,9,5)	p3.1
647	(1,2,2,2,4,6,5,2,3)	(1,2,4,6,8,3,9,5,7)	p3.1
648	(1,2,2,2,6,2,2,3,7)	(1,2,4,6,8,5,7,9,3)	p3.1
649	(1,2,2,2,6,4,3,4,3)	(1,2,4,6,8,5,9,3,7)	p3.1
650	(1,2,2,2,8,2,3,2,5)	(1,2,4,6,8,7,9,3,5)	a0.1
651	(1,2,2,3,3,2,3,8,3)	(1,2,4,6,9,3,5,8,7)	a0.1
652	(1,2,2,3,3,4,1,6,5)	(1,2,4,6,9,3,7,8,5)	a0.1
653	(1,2,2,3,3,4,7,3,2)	(1,2,4,6,9,3,7,5,8)	a0.1
654	(1,2,2,3,3,5,6,2,3)	(1,2,4,6,9,3,8,5,7)	p3.1
655	(1,2,2,3,5,2,1,4,7)	(1,2,4,6,9,5,7,8,3)	a0.1
656	(1,2,2,3,5,2,5,5,2)	(1,2,4,6,9,5,7,3,8)	p5.2
657	(1,2,2,3,5,3,4,4,3)	(1,2,4,6,9,5,8,3,7)	p5.1
658	(1,2,2,3,7,1,4,2,5)	(1,2,4,6,9,7,8,3,5)	a0.1
659	(1,2,2,3,7,5,2,3,2)	(1,2,4,6,9,7,3,5,8)	p5.2
660	(1,2,2,3,8,4,2,2,3)	(1,2,4,6,9,8,3,5,7)	p3.1
661	(1,2,2,6,2,2,2,8,2)	(1,2,4,6,3,5,7,9,8)	p3.1
662	(1,2,2,6,2,3,1,7,3)	(1,2,4,6,3,5,8,9,7)	p3.1
663	(1,2,2,6,4,2,5,3,2)	(1,2,4,6,3,7,9,5,8)	p5.1
664	(1,2,2,6,5,1,5,2,3)	(1,2,4,6,3,8,9,5,7)	p3.1
665	(1,2,2,8,2,2,3,5,2)	(1,2,4,6,5,7,9,3,8)	a0.1
666	(1,2,2,8,3,1,3,4,3)	(1,2,4,6,5,8,9,3,7)	a0.1
667	(1,2,3,1,4,2,4,6,4)	(1,2,4,7,8,3,5,9,6)	a0.1
668	(1,2,3,1,4,3,3,5,5)	(1,2,4,7,8,3,6,9,5)	a0.1
669	(1,2,3,1,4,6,5,1,4)	(1,2,4,7,8,3,9,5,6)	a0.1
670	(1,2,3,1,6,1,3,3,7)	(1,2,4,7,8,5,6,9,3)	a0.1
671	(1,2,3,1,6,4,3,3,4)	(1,2,4,7,8,5,9,3,6)	a0.1
672	(1,2,3,1,7,3,3,2,5)	(1,2,4,7,8,6,9,3,5)	a0.1
673	(1,2,3,2,3,2,3,7,4)	(1,2,4,7,9,3,5,8,6)	m3.1
674	(1,2,3,2,3,3,2,6,5)	(1,2,4,7,9,3,6,8,5)	a0.1
675	(1,2,3,2,3,3,8,3,2)	(1,2,4,7,9,3,6,5,8)	a0.1
676	(1,2,3,2,3,5,6,1,4)	(1,2,4,7,9,3,8,5,6)	a0.1
677	(1,2,3,2,5,1,2,4,7)	(1,2,4,7,9,5,6,8,3)	a0.1
678	(1,2,3,2,5,1,6,5,2)	(1,2,4,7,9,5,6,3,8)	a0.1
679	(1,2,3,2,5,3,4,3,4)	(1,2,4,7,9,5,8,3,6)	p5.2
680	(1,2,3,2,5,7,3,2,2)	(1,2,4,7,9,5,3,6,8)	p5.2
681	(1,2,3,2,6,2,4,2,5)	(1,2,4,7,9,6,8,3,5)	p3.1
682	(1,2,3,2,6,6,2,3,2)	(1,2,4,7,9,6,3,5,8)	p5.1
683	(1,2,3,2,8,4,2,1,4)	(1,2,4,7,9,8,3,5,6)	a0.1
684	(1,2,3,5,2,1,3,8,2)	(1,2,4,7,3,5,6,9,8)	a0.1
685	(1,2,3,5,2,3,1,6,4)	(1,2,4,7,3,5,8,9,6)	a0.1
686	(1,2,3,5,2,4,6,2,2)	(1,2,4,7,3,5,9,6,8)	p5.1
687	(1,2,3,5,3,2,1,5,5)	(1,2,4,7,3,6,8,9,5)	a0.1
688	(1,2,3,5,3,3,5,3,2)	(1,2,4,7,3,6,9,5,8)	p8.19
689	(1,2,3,5,5,1,5,1,4)	(1,2,4,7,3,8,9,5,6)	a0.1
690	(1,2,3,7,1,3,3,5,2)	(1,2,4,7,5,6,9,3,8)	a0.1
691	(1,2,3,7,3,1,3,3,4)	(1,2,4,7,5,8,9,3,6)	m3.1
692	(1,2,3,7,4,3,3,2,2)	(1,2,4,7,5,9,3,6,8)	a0.1
693	(1,2,3,8,2,1,3,2,5)	(1,2,4,7,6,8,9,3,5)	a0.1
694	(1,2,3,8,3,3,2,3,2)	(1,2,4,7,6,9,3,5,8)	a0.1
695	(1,2,4,1,3,2,2,8,4)	(1,2,4,8,9,3,5,7,6)	a0.1
696	(1,2,4,1,3,3,1,7,5)	(1,2,4,8,9,3,6,7,5)	a0.1
697	(1,2,4,1,3,3,8,2,3)	(1,2,4,8,9,3,6,5,7)	a0.1
698	(1,2,4,1,3,4,7,1,4)	(1,2,4,8,9,3,7,5,6)	a0.1
699	(1,2,4,1,5,1,6,4,3)	(1,2,4,8,9,5,6,3,7)	a0.1
700	(1,2,4,1,5,2,5,3,4)	(1,2,4,8,9,5,7,3,6)	a0.1
701	(1,2,4,1,5,7,3,1,3)	(1,2,4,8,9,5,3,6,7)	a0.1
702	(1,2,4,1,6,1,5,2,5)	(1,2,4,8,9,6,7,3,5)	a0.1
703	(1,2,4,1,6,6,2,2,3)	(1,2,4,8,9,6,3,5,7)	p3.1
704	(1,2,4,1,7,5,2,1,4)	(1,2,4,8,9,7,3,5,6)	a0.1
705	(1,2,4,4,2,1,3,7,3)	(1,2,4,8,3,5,6,9,7)	a0.1
706	(1,2,4,4,2,2,2,6,4)	(1,2,4,8,3,5,7,9,6)	a4.1
707	(1,2,4,4,2,4,6,1,3)	(1,2,4,8,3,5,9,6,7)	p3.1
708	(1,2,4,4,3,1,2,5,5)	(1,2,4,8,3,6,7,9,5)	a0.1
709	(1,2,4,4,3,3,5,2,3)	(1,2,4,8,3,6,9,5,7)	p5.1
710	(1,2,4,4,4,2,5,1,4)	(1,2,4,8,3,7,9,5,6)	p3.1
711	(1,2,4,6,1,3,3,4,3)	(1,2,4,8,5,6,9,3,7)	a0.1
712	(1,2,4,6,2,2,3,3,4)	(1,2,4,8,5,7,9,3,6)	a0.1
713	(1,2,4,6,4,3,3,1,3)	(1,2,4,8,5,9,3,6,7)	a0.1
714	(1,2,4,7,3,3,2,2,3)	(1,2,4,8,6,9,3,5,7)	a0.1
715	(1,2,4,8,2,3,2,1,4)	(1,2,4,8,7,9,3,5,6)	a0.1
716	(1,2,5,3,2,1,2,8,3)	(1,2,4,9,3,5,6,8,7)	a0.1
717	(1,2,5,3,2,2,1,7,4)	(1,2,4,9,3,5,7,8,6)	a0.1
718	(1,2,5,3,2,2,8,2,2)	(1,2,4,9,3,5,7,6,8)	a0.1
719	(1,2,5,3,2,3,7,1,3)	(1,2,4,9,3,5,8,6,7)	a0.1
720	(1,2,5,3,3,1,7,3,2)	(1,2,4,9,3,6,7,5,8)	a0.1
721	(1,2,5,3,3,2,6,2,3)	(1,2,4,9,3,6,8,5,7)	p3.1
722	(1,2,5,3,4,1,6,1,4)	(1,2,4,9,3,7,8,5,6)	a0.1
723	(1,2,5,5,2,1,4,3,4)	(1,2,4,9,5,7,8,3,6)	m3.1
724	(1,2,5,5,2,5,3,2,2)	(1,2,4,9,5,7,3,6,8)	p5.2
725	(1,2,5,5,3,4,3,1,3)	(1,2,4,9,5,8,3,6,7)	a0.1
726	(1,2,5,6,1,5,2,3,2)	(1,2,4,9,6,7,3,5,8)	a0.1
727	(1,2,5,6,2,4,2,2,3)	(1,2,4,9,6,8,3,5,7)	a4.1
728	(1,2,5,7,1,4,2,1,4)	(1,2,4,9,7,8,3,5,6)	a0.1
729	(1,2,8,2,2,2,6,2,2)	(1,2,4,3,5,7,9,6,8)	p3.1
730	(1,2,8,2,3,1,6,1,3)	(1,2,4,3,5,8,9,6,7)	a0.1
731	(1,2,8,3,2,1,5,2,3)	(1,2,4,3,6,8,9,5,7)	a0.1
732	(1,3,1,3,3,1,4,8,3)	(1,2,5,6,9,3,4,8,7)	a0.1
733	(1,3,1,3,3,4,1,5,6)	(1,2,5,6,9,3,7,8,4)	a0.1
734	(1,3,1,3,3,4,6,4,2)	(1,2,5,6,9,3,7,4,8)	a0.1
735	(1,3,1,3,3,5,5,3,3)	(1,2,5,6,9,3,8,4,7)	a0.1
736	(1,3,1,3,4,3,1,4,7)	(1,2,5,6,9,4,7,8,3)	a0.1
737	(1,3,1,3,4,3,5,5,2)	(1,2,5,6,9,4,7,3,8)	a0.1
738	(1,3,1,3,4,4,4,4,3)	(1,2,5,6,9,4,8,3,7)	p3.1
739	(1,3,1,3,7,1,4,1,6)	(1,2,5,6,9,7,8,3,4)	a0.1
740	(1,3,1,3,7,5,1,4,2)	(1,2,5,6,9,7,3,4,8)	a0.1
741	(1,3,1,3,8,4,1,3,3)	(1,2,5,6,9,8,3,4,7)	a0.1
742	(1,3,1,6,1,3,2,8,2)	(1,2,5,6,3,4,7,9,8)	a0.1
743	(1,3,1,6,1,4,1,7,3)	(1,2,5,6,3,4,8,9,7)	a0.1
744	(1,3,1,6,4,2,4,4,2)	(1,2,5,6,3,7,9,4,8)	p3.1
745	(1,3,1,6,5,1,4,3,3)	(1,2,5,6,3,8,9,4,7)	a0.1
746	(1,3,1,7,3,2,3,5,2)	(1,2,5,6,4,7,9,3,8)	a0.1
747	(1,3,1,7,4,1,3,4,3)	(1,2,5,6,4,8,9,3,7)	a0.1
748	(1,3,2,1,4,1,5,6,4)	(1,2,5,7,8,3,4,9,6)	a0.1
749	(1,3,2,1,4,3,3,4,6)	(1,2,5,7,8,3,6,9,4)	a0.1
750	(1,3,2,1,4,6,4,2,4)	(1,2,5,7,8,3,9,4,6)	a0.1
751	(1,3,2,1,5,2,3,3,7)	(1,2,5,7,8,4,6,9,3)	a0.1
752	(1,3,2,1,5,5,3,3,4)	(1,2,5,7,8,4,9,3,6)	a0.1
753	(1,3,2,1,7,3,3,1,6)	(1,2,5,7,8,6,9,3,4)	a0.1
754	(1,3,2,2,3,1,4,7,4)	(1,2,5,7,9,3,4,8,6)	a0.1
755	(1,3,2,2,3,3,2,5,6)	(1,2,5,7,9,3,6,8,4)	a0.1
756	(1,3,2,2,3,3,7,4,2)	(1,2,5,7,9,3,6,4,8)	a0.1
757	(1,3,2,2,3,5,5,2,4)	(1,2,5,7,9,3,8,4,6)	a0.1
758	(1,3,2,2,4,2,2,4,7)	(1,2,5,7,9,4,6,8,3)	m3.1
759	(1,3,2,2,4,2,6,5,2)	(1,2,5,7,9,4,6,3,8)	a4.1
760	(1,3,2,2,4,4,4,3,4)	(1,2,5,7,9,4,8,3,6)	p3.1
761	(1,3,2,2,4,8,3,2,2)	(1,2,5,7,9,4,3,6,8)	p3.1
762	(1,3,2,2,6,2,4,1,6)	(1,2,5,7,9,6,8,3,4)	p3.1
763	(1,3,2,2,6,6,1,4,2)	(1,2,5,7,9,6,3,4,8)	p3.1
764	(1,3,2,5,1,4,1,6,4)	(1,2,5,7,3,4,8,9,6)	a0.1
765	(1,3,2,5,1,5,6,2,2)	(1,2,5,7,3,4,9,6,8)	p3.1
766	(1,3,2,5,3,2,1,4,6)	(1,2,5,7,3,6,8,9,4)	a0.1
767	(1,3,2,5,3,3,4,4,2)	(1,2,5,7,3,6,9,4,8)	p5.1
768	(1,3,2,5,5,1,4,2,4)	(1,2,5,7,3,8,9,4,6)	a0.1
769	(1,3,2,5,6,4,2,2,2)	(1,2,5,7,3,9,4,6,8)	p3.1
770	(1,3,2,6,2,2,1,3,7)	(1,2,5,7,4,6,8,9,3)	p3.1
771	(1,3,2,6,2,3,3,5,2)	(1,2,5,7,4,6,9,3,8)	p3.1
772	(1,3,2,6,4,1,3,3,4)	(1,2,5,7,4,8,9,3,6)	a0.1
773	(1,3,2,6,5,3,3,2,2)	(1,2,5,7,4,9,3,6,8)	p3.1
774	(1,3,2,8,3,3,1,4,2)	(1,2,5,7,6,9,3,4,8)	a0.1
775	(1,3,3,1,3,3,1,6,6)	(1,2,5,8,9,3,6,7,4)	a0.1
776	(1,3,3,1,3,3,7,3,3)	(1,2,5,8,9,3,6,4,7)	m3.1
777	(1,3,3,1,3,4,6,2,4)	(1,2,5,8,9,3,7,4,6)	a0.1
778	(1,3,3,1,4,2,1,5,7)	(1,2,5,8,9,4,6,7,3)	a0.1
779	(1,3,3,1,4,2,6,4,3)	(1,2,5,8,9,4,6,3,7)	a0.1
780	(1,3,3,1,4,3,5,3,4)	(1,2,5,8,9,4,7,3,6)	a0.1
781	(1,3,3,1,6,1,5,1,6)	(1,2,5,8,9,6,7,3,4)	a0.1
782	(1,3,3,4,3,3,4,3,3)	(1,2,5,8,3,6,9,4,7)	p5.2
783	(1,3,3,4,4,2,4,2,4)	(1,2,5,8,3,7,9,4,6)	p3.1
784	(1,3,3,5,2,3,3,4,3)	(1,2,5,8,4,6,9,3,7)	a0.1
785	(1,3,3,5,3,2,3,3,4)	(1,2,5,8,4,7,9,3,6)	a0.1
786	(1,3,4,3,1,3,8,2,2)	(1,2,5,9,3,4,7,6,8)	a0.1
787	(1,3,4,3,3,1,6,4,2)	(1,2,5,9,3,6,7,4,8)	a0.1
788	(1,3,4,3,3,2,5,3,3)	(1,2,5,9,3,6,8,4,7)	a0.1
789	(1,3,4,3,4,1,5,2,4)	(1,2,5,9,3,7,8,4,6)	a0.1
790	(1,3,4,3,4,6,2,2,2)	(1,2,5,9,3,7,4,6,8)	p3.1
791	(1,3,4,4,2,1,5,5,2)	(1,2,5,9,4,6,7,3,8)	a0.1
792	(1,3,4,4,2,2,4,4,3)	(1,2,5,9,4,6,8,3,7)	a4.1
793	(1,3,4,4,3,1,4,3,4)	(1,2,5,9,4,7,8,3,6)	a0.1
794	(1,3,4,4,3,5,3,2,2)	(1,2,5,9,4,7,3,6,8)	p5.1
795	(1,3,4,6,1,5,1,4,2)	(1,2,5,9,6,7,3,4,8)	a0.1
796	(1,3,7,3,2,1,4,3,3)	(1,2,5,3,6,8,9,4,7)	m3.1
797	(1,3,7,4,2,4,2,2,2)	(1,2,5,3,7,9,4,6,8)	a4.1
798	(1,3,8,3,2,3,3,2,2)	(1,2,5,4,7,9,3,6,8)	a0.1
799	(1,4,1,5,1,4,1,5,5)	(1,2,6,7,3,4,8,9,5)	a0.1
800	(1,4,1,5,1,5,5,3,2)	(1,2,6,7,3,4,9,5,8)	a0.1
801	(1,4,1,5,2,3,1,4,6)	(1,2,6,7,3,5,8,9,4)	a0.1
802	(1,4,1,5,2,4,4,4,2)	(1,2,6,7,3,5,9,4,8)	p3.1
803	(1,4,1,6,1,4,3,5,2)	(1,2,6,7,4,5,9,3,8)	a0.1
804	(1,4,1,6,5,3,2,3,2)	(1,2,6,7,4,9,3,5,8)	a0.1
805	(1,4,1,7,4,3,1,4,2)	(1,2,6,7,5,9,3,4,8)	a0.1
806	(1,4,2,1,4,3,5,2,5)	(1,2,6,8,9,4,7,3,5)	a0.1
807	(1,4,2,1,4,8,2,2,3)	(1,2,6,8,9,4,3,5,7)	a0.1
808	(1,4,2,1,5,2,5,1,6)	(1,2,6,8,9,5,7,3,4)	a0.1
809	(1,4,2,4,1,5,5,2,3)	(1,2,6,8,3,4,9,5,7)	a0.1
810	(1,4,2,4,2,2,2,4,6)	(1,2,6,8,3,5,7,9,4)	m3.1
811	(1,4,2,4,2,4,4,3,3)	(1,2,6,8,3,5,9,4,7)	p3.1
812	(1,4,2,4,4,2,4,1,5)	(1,2,6,8,3,7,9,4,5)	p3.1
813	(1,4,2,5,1,4,3,4,3)	(1,2,6,8,4,5,9,3,7)	a0.1
814	(1,4,2,5,3,2,3,2,5)	(1,2,6,8,4,7,9,3,5)	a0.1
815	(1,4,2,5,5,3,2,2,3)	(1,2,6,8,4,9,3,5,7)	a0.1
816	(1,4,2,6,2,2,3,1,6)	(1,2,6,8,5,7,9,3,4)	p3.1
817	(1,4,3,3,1,4,6,2,3)	(1,2,6,9,3,4,8,5,7)	a0.1
818	(1,4,3,3,2,2,1,5,6)	(1,2,6,9,3,5,7,8,4)	a0.1
819	(1,4,3,3,2,2,6,4,2)	(1,2,6,9,3,5,7,4,8)	a0.1
820	(1,4,3,3,2,3,5,3,3)	(1,2,6,9,3,5,8,4,7)	a0.1
821	(1,4,3,3,4,1,5,1,5)	(1,2,6,9,3,7,8,4,5)	a0.1
822	(1,4,3,4,3,5,2,3,2)	(1,2,6,9,4,7,3,5,8)	p5.2
823	(1,4,3,4,4,4,2,2,3)	(1,2,6,9,4,8,3,5,7)	p3.1
824	(1,4,6,2,2,2,4,4,2)	(1,2,6,3,5,7,9,4,8)	a4.1
825	(1,4,7,3,2,3,2,3,2)	(1,2,6,4,7,9,3,5,8)	m3.1
826	(1,5,1,5,2,3,3,2,5)	(1,2,7,8,4,6,9,3,5)	a0.1
827	(1,5,2,3,2,1,7,4,2)	(1,2,7,9,3,5,6,4,8)	a0.1
828	(1,5,2,3,2,3,5,2,4)	(1,2,7,9,3,5,8,4,6)	a0.1
829	(1,5,2,3,2,8,2,2,2)	(1,2,7,9,3,5,4,6,8)	a0.1
830	(1,5,2,4,1,7,3,2,2)	(1,2,7,9,4,5,3,6,8)	a0.1
831	(1,5,2,4,2,2,4,2,5)	(1,2,7,9,4,6,8,3,5)	m3.1
832	(1,5,2,4,2,6,2,3,2)	(1,2,7,9,4,6,3,5,8)	p3.1
833	(1,5,5,2,4,4,2,2,2)	(1,2,7,3,5,9,4,6,8)	p3.1
834	(1,5,6,2,3,3,2,3,2)	(1,2,7,4,6,9,3,5,8)	a0.1
835	(1,6,4,2,2,2,4,2,4)	(1,2,8,3,5,7,9,4,6)	m3.1
836	(1,6,5,2,3,3,2,2,3)	(1,2,8,4,6,9,3,5,7)	a0.1
837	(1,7,3,2,2,6,2,2,2)	(1,2,9,3,5,7,4,6,8)	p3.1
838	(1,7,4,2,2,4,2,2,3)	(1,2,9,4,6,8,3,5,7)	m3.1
839	(2,2,2,2,4,2,2,3,8)	(1,3,5,7,9,4,6,8,2)	m3.1
840	(2,2,2,2,8,3,2,2,4)	(1,3,5,7,9,8,2,4,6)	m3.1
841	(1,1,1,1,4,8,8,8,4)	(1,2,3,4,5,9,8,7,6)	a0.1
842	(1,1,1,2,3,8,8,7,5)	(1,2,3,4,6,9,8,7,5)	a0.1
843	(1,1,1,2,8,4,8,8,3)	(1,2,3,4,6,5,9,8,7)	a0.1
844	(1,1,1,3,2,8,7,8,5)	(1,2,3,4,7,9,8,6,5)	a0.1
845	(1,1,1,3,7,4,8,7,4)	(1,2,3,4,7,5,9,8,6)	a0.1
846	(1,1,1,3,8,3,8,6,5)	(1,2,3,4,7,6,9,8,5)	a0.1
847	(1,1,1,3,8,8,4,8,2)	(1,2,3,4,7,6,5,9,8)	a0.1
848	(1,1,1,4,1,7,8,8,5)	(1,2,3,4,8,9,7,6,5)	a0.1
849	(1,1,1,4,6,4,7,8,4)	(1,2,3,4,8,5,9,7,6)	a0.1
850	(1,1,1,4,7,3,7,7,5)	(1,2,3,4,8,6,9,7,5)	m3.1
851	(1,1,1,4,7,8,4,7,3)	(1,2,3,4,8,6,5,9,7)	a0.1
852	(1,1,1,4,8,2,6,8,5)	(1,2,3,4,8,7,9,6,5)	a0.1
853	(1,1,1,4,8,7,4,6,4)	(1,2,3,4,8,7,5,9,6)	a0.1
854	(1,1,1,4,8,8,3,5,5)	(1,2,3,4,8,7,6,9,5)	a0.1
855	(1,1,1,5,5,3,8,8,4)	(1,2,3,4,9,5,8,7,6)	a0.1
856	(1,1,1,5,6,2,8,7,5)	(1,2,3,4,9,6,8,7,5)	a0.1
857	(1,1,1,5,6,8,3,8,3)	(1,2,3,4,9,6,5,8,7)	a0.1
858	(1,1,1,5,7,1,7,8,5)	(1,2,3,4,9,7,8,6,5)	a0.1
859	(1,1,1,5,7,7,3,7,4)	(1,2,3,4,9,7,5,8,6)	m3.1
860	(1,1,1,5,7,8,2,6,5)	(1,2,3,4,9,7,6,8,5)	a0.1
861	(1,1,1,5,7,8,8,3,2)	(1,2,3,4,9,7,6,5,8)	a0.1
862	(1,1,1,5,8,6,2,8,4)	(1,2,3,4,9,8,5,7,6)	a0.1
863	(1,1,1,5,8,7,1,7,5)	(1,2,3,4,9,8,6,7,5)	a0.1
864	(1,1,1,5,8,7,8,2,3)	(1,2,3,4,9,8,6,5,7)	a0.1
865	(1,1,1,5,8,8,7,1,4)	(1,2,3,4,9,8,7,5,6)	a0.1
866	(1,1,2,1,3,8,8,6,6)	(1,2,3,5,6,9,8,7,4)	a0.1
867	(1,1,2,1,7,5,8,8,3)	(1,2,3,5,6,4,9,8,7)	a0.1
868	(1,1,2,2,2,8,7,7,6)	(1,2,3,5,7,9,8,6,4)	a0.1
869	(1,1,2,2,6,5,8,7,4)	(1,2,3,5,7,4,9,8,6)	p3.1
870	(1,1,2,2,8,3,8,5,6)	(1,2,3,5,7,6,9,8,4)	a0.1
871	(1,1,2,2,8,7,5,8,2)	(1,2,3,5,7,6,4,9,8)	a0.1
872	(1,1,2,3,1,7,8,7,6)	(1,2,3,5,8,9,7,6,4)	a0.1
873	(1,1,2,3,5,5,7,8,4)	(1,2,3,5,8,4,9,7,6)	a0.1
874	(1,1,2,3,7,3,7,6,6)	(1,2,3,5,8,6,9,7,4)	m3.1
875	(1,1,2,3,7,7,5,7,3)	(1,2,3,5,8,6,4,9,7)	a4.1
876	(1,1,2,3,8,2,6,7,6)	(1,2,3,5,8,7,9,6,4)	a0.1
877	(1,1,2,3,8,6,5,6,4)	(1,2,3,5,8,7,4,9,6)	a0.1
878	(1,1,2,3,8,8,3,4,6)	(1,2,3,5,8,7,6,9,4)	a0.1
879	(1,1,2,4,4,4,8,8,4)	(1,2,3,5,9,4,8,7,6)	p3.1
880	(1,1,2,4,6,2,8,6,6)	(1,2,3,5,9,6,8,7,4)	a0.1
881	(1,1,2,4,6,7,4,8,3)	(1,2,3,5,9,6,4,8,7)	a0.1
882	(1,1,2,4,7,1,7,7,6)	(1,2,3,5,9,7,8,6,4)	a0.1
883	(1,1,2,4,7,6,4,7,4)	(1,2,3,5,9,7,4,8,6)	m5.2
884	(1,1,2,4,7,8,2,5,6)	(1,2,3,5,9,7,6,8,4)	a0.1
885	(1,1,2,4,7,8,7,4,2)	(1,2,3,5,9,7,6,4,8)	p3.1
886	(1,1,2,4,8,5,3,8,4)	(1,2,3,5,9,8,4,7,6)	a0.1
887	(1,1,2,4,8,7,1,6,6)	(1,2,3,5,9,8,6,7,4)	a0.1
888	(1,1,2,4,8,7,7,3,3)	(1,2,3,5,9,8,6,4,7)	a0.1
889	(1,1,2,4,8,8,6,2,4)	(1,2,3,5,9,8,7,4,6)	p3.1
